"﻿""Date""",Price,Open,High,Low,Vol.,Change %
"Mar 08, 2013",274.19,275,275.44,271.5,1.88M,0.11%
"Mar 11, 2013",271.24,273.43,273.99,270.4,1.91M,-1.08%
"Mar 12, 2013",274.13,271,277.4,270.36,3.25M,1.07%
"Mar 13, 2013",275.1,275.24,276.5,272.64,1.88M,0.35%
"Mar 14, 2013",265.74,269.67,270,263.53,5.23M,-3.40%
"Mar 15, 2013",261.82,264.98,267.26,260.05,4.87M,-1.48%
"Mar 18, 2013",257.89,259.3,261.49,257.12,2.72M,-1.50%
"Mar 19, 2013",256.41,258.4,259.5,252.62,3.74M,-0.57%
"Mar 20, 2013",257.28,258.05,259.76,254.55,2.74M,0.34%
"Mar 21, 2013",253.39,256.11,257,252.68,2.81M,-1.51%
"Mar 22, 2013",257.75,254.55,257.77,252.07,3.13M,1.72%
"Mar 25, 2013",256.02,258.58,259.43,254.5,2.52M,-0.67%
"Mar 26, 2013",260.31,257.05,261.48,256.28,2.42M,1.68%
"Mar 27, 2013",265.3,258.75,265.93,257.9,2.87M,1.92%
"Mar 28, 2013",266.49,265.82,267.38,264.06,2.47M,0.45%
"Apr 01, 2013",261.61,266.98,267.4,261.01,2.53M,-1.83%
"Apr 02, 2013",263.32,262.4,265.89,260.55,2.63M,0.65%
"Apr 03, 2013",259.03,262.12,263.67,257.75,2.41M,-1.63%
"Apr 04, 2013",259.08,259.23,260.41,256.12,1.96M,0.02%
"Apr 05, 2013",255.48,255.72,256.18,253.67,2.56M,-1.39%
"Apr 08, 2013",258.95,255.92,259.68,255.63,2.30M,1.36%
"Apr 09, 2013",261.14,258.85,262.61,257,2.16M,0.85%
"Apr 10, 2013",264.77,261.78,265.98,259.32,2.32M,1.39%
"Apr 11, 2013",269.85,264.74,270.97,264.74,3.09M,1.92%
"Apr 12, 2013",272.87,270.12,273.27,267.02,2.87M,1.12%
"Apr 15, 2013",267.72,271.08,275.12,267.1,3.33M,-1.89%
"Apr 16, 2013",272.34,269.31,272.8,268.06,2.14M,1.73%
"Apr 17, 2013",267.4,270.8,270.85,264.25,3.14M,-1.81%
"Apr 18, 2013",259.42,266.81,266.99,256.6,3.14M,-2.98%
"Apr 19, 2013",260.32,258.16,262.88,257.5,2.60M,0.35%
"Apr 22, 2013",263.55,259.35,264.6,258.03,2.12M,1.24%
"Apr 23, 2013",268.9,264.5,269.87,264.5,2.27M,2.03%
"Apr 24, 2013",268.78,269.5,271.47,266.81,1.86M,-0.04%
"Apr 25, 2013",274.7,271.53,275.8,270.5,6.12M,2.20%
"Apr 26, 2013",254.81,269.97,272.02,252.81,14.04M,-7.24%
"Apr 29, 2013",249.74,254.9,257.01,249.15,7.12M,-1.99%
"Apr 30, 2013",253.81,249.37,254.68,248.56,4.25M,1.63%
"May 01, 2013",248.23,253.9,254.2,245.75,4.39M,-2.20%
"May 02, 2013",252.55,248.94,252.93,245.78,3.94M,1.74%
"May 03, 2013",258.05,256.14,259.25,254.7,3.51M,2.18%
"May 06, 2013",255.72,258.09,259.5,253.42,2.35M,-0.90%
"May 07, 2013",257.73,256.31,259.74,252.91,3.13M,0.79%
"May 08, 2013",258.68,256.87,260.3,255.33,2.68M,0.37%
"May 09, 2013",260.16,258.73,263.55,256.88,2.77M,0.57%
"May 10, 2013",263.63,260.88,263.65,260.21,3.15M,1.33%
"May 13, 2013",264.51,262.77,265.88,262,2.15M,0.33%
"May 14, 2013",268.33,264.5,269.4,264.03,2.70M,1.44%
"May 15, 2013",266.56,267.07,269.05,264.56,2.72M,-0.66%
"May 16, 2013",264.12,265.96,268.43,263.85,1.64M,-0.92%
"May 17, 2013",269.9,265.83,269.98,265,2.53M,2.19%
"May 20, 2013",267.63,269,271.79,266.5,2.21M,-0.84%
"May 21, 2013",268.86,268.74,270.77,267.66,1.74M,0.46%
"May 22, 2013",262.96,267.39,267.59,260.8,3.33M,-2.19%
"May 23, 2013",261.8,260.49,263.17,259.59,2.01M,-0.44%
"May 24, 2013",261.74,259.85,261.93,258.34,1.70M,-0.02%
"May 28, 2013",267.29,266.48,271.1,266,3.47M,2.12%
"May 29, 2013",265.53,265.46,268.25,264.84,1.90M,-0.66%
"May 30, 2013",266.83,265.71,268.57,265.62,1.67M,0.49%
"May 31, 2013",269.2,266,271.91,265.94,3.37M,0.89%
"Jun 03, 2013",266.88,268.96,269.11,262.95,2.55M,-0.86%
"Jun 04, 2013",265.7,267,268.88,263.02,2.09M,-0.44%
"Jun 05, 2013",267.17,265.81,271.66,265.02,3.51M,0.55%
"Jun 06, 2013",267.83,267.75,270.5,264.21,2.48M,0.25%
"Jun 07, 2013",276.87,269.74,280.1,269.13,4.63M,3.38%
"Jun 10, 2013",281.07,276.68,282.47,275.24,3.09M,1.52%
"Jun 11, 2013",274.78,276,278.41,274.24,3.10M,-2.24%
"Jun 12, 2013",271.67,276.6,276.8,270.45,2.24M,-1.13%
"Jun 13, 2013",275.79,271.5,276.8,270.29,2.65M,1.52%
"Jun 14, 2013",273.99,275,277.07,273.44,2.15M,-0.65%
"Jun 17, 2013",278.06,276.35,280.2,275.65,2.89M,1.49%
"Jun 18, 2013",281.76,279.08,282.91,278.11,2.15M,1.33%
"Jun 19, 2013",278.16,281.26,283.34,277.87,2.83M,-1.28%
"Jun 20, 2013",273.44,275.14,278.6,272.39,2.99M,-1.70%
"Jun 21, 2013",273.36,274.57,275.84,269.79,4.20M,-0.03%
"Jun 24, 2013",270.61,271.29,273.16,265,3.87M,-1.01%
"Jun 25, 2013",272.09,272.3,273.47,269,2.45M,0.55%
"Jun 26, 2013",277.57,273.98,277.98,273.5,3.03M,2.01%
"Jun 27, 2013",277.55,279.18,280.2,274.54,2.52M,-0.01%
"Jun 28, 2013",277.69,276.19,279.83,276.19,3.19M,0.05%
"Jul 01, 2013",282.1,279,283.29,277.16,2.89M,1.59%
"Jul 02, 2013",283.73,281.04,286.58,280.59,3.24M,0.58%
"Jul 03, 2013",284.03,282,285.4,282,1.38M,0.11%
"Jul 05, 2013",285.88,285,286.38,282.07,1.99M,0.65%
"Jul 08, 2013",290.59,286.42,291.67,286.14,3.05M,1.65%
"Jul 09, 2013",291.53,291,292.57,288.01,2.78M,0.32%
"Jul 10, 2013",292.33,291.41,293.34,289.4,1.81M,0.27%
"Jul 11, 2013",299.66,294.99,300.69,292.1,4.01M,2.51%
"Jul 12, 2013",307.55,298.69,307.55,298.5,4.54M,2.63%
"Jul 15, 2013",306.57,307.27,307.99,304.35,2.25M,-0.32%
"Jul 16, 2013",306.87,307.3,309.39,305.51,2.66M,0.10%
"Jul 17, 2013",308.69,306.97,308.8,305.69,2.03M,0.59%
"Jul 18, 2013",304.11,306.27,306.34,301.87,3.06M,-1.48%
"Jul 19, 2013",305.23,304.39,305.79,301.91,2.97M,0.37%
"Jul 22, 2013",303.48,309.25,309.25,302,2.52M,-0.57%
"Jul 23, 2013",301.06,303.16,305.06,300.56,2.00M,-0.80%
"Jul 24, 2013",298.94,303.02,303.84,298.04,2.00M,-0.70%
"Jul 25, 2013",303.4,299,304.5,296.75,5.48M,1.49%
"Jul 26, 2013",312.01,299.55,313.62,295.55,8.82M,2.84%
"Jul 29, 2013",306.1,311.07,313,305.9,3.21M,-1.89%
"Jul 30, 2013",302.41,307.72,309.78,301.57,3.05M,-1.21%
"Jul 31, 2013",301.22,303.91,305.15,301,1.89M,-0.39%
"Aug 01, 2013",305.57,303.08,306.21,298.9,2.97M,1.44%
"Aug 02, 2013",304.21,304.63,305.33,301.5,2.51M,-0.45%
"Aug 05, 2013",300.99,303.4,303.62,298.3,2.23M,-1.06%
"Aug 06, 2013",300.75,300.51,301.36,297.52,1.85M,-0.08%
"Aug 07, 2013",296.91,300.15,300.99,296.15,1.96M,-1.28%
"Aug 08, 2013",295.74,298.52,298.52,292.55,2.35M,-0.39%
"Aug 09, 2013",297.26,295.68,299.27,294.3,1.95M,0.51%
"Aug 12, 2013",296.69,295.79,299.08,295.26,1.50M,-0.19%
"Aug 13, 2013",293.97,295.88,296.37,290.67,2.36M,-0.92%
"Aug 14, 2013",291.34,294.29,294.29,290.54,1.42M,-0.89%
"Aug 15, 2013",286.47,288.79,289.3,285.15,2.26M,-1.67%
"Aug 16, 2013",284.82,286.55,288.33,284.5,2.42M,-0.58%
"Aug 19, 2013",285.57,285.19,289.56,283.48,2.48M,0.26%
"Aug 20, 2013",287.09,285.88,289.51,285.74,1.59M,0.53%
"Aug 21, 2013",284.57,285.09,288.5,283.83,1.82M,-0.88%
"Aug 22, 2013",289.73,284.8,289.87,284.8,1.42M,1.81%
"Aug 23, 2013",290.01,291.21,291.5,287.9,1.97M,0.10%
"Aug 26, 2013",286.21,290.43,291.05,285.62,1.72M,-1.31%
"Aug 27, 2013",280.93,283.87,285.28,279.74,2.48M,-1.84%
"Aug 28, 2013",281.58,280.36,283,279.33,1.46M,0.23%
"Aug 29, 2013",283.98,281.45,285.98,280,1.57M,0.85%
"Aug 30, 2013",280.98,284.59,284.87,280,1.53M,-1.06%
"Sep 03, 2013",288.8,284.73,291.39,284.17,2.90M,2.78%
"Sep 04, 2013",293.64,288.33,295.23,287.58,2.44M,1.68%
"Sep 05, 2013",294.1,293.63,297,292.71,1.82M,0.16%
"Sep 06, 2013",295.86,295.33,298.88,290.8,2.29M,0.60%
"Sep 09, 2013",299.71,297.22,299.96,296.6,1.65M,1.30%
"Sep 10, 2013",300.36,300.55,301,297.22,1.78M,0.22%
"Sep 11, 2013",299.64,298.91,301.86,297.84,1.75M,-0.24%
"Sep 12, 2013",298.86,299.39,302,297.66,1.61M,-0.26%
"Sep 13, 2013",297.92,300.14,300.22,296.2,1.35M,-0.31%
"Sep 16, 2013",296.06,299.82,301,295.26,1.82M,-0.62%
"Sep 17, 2013",304.17,297.63,304.65,296.01,2.30M,2.74%
"Sep 18, 2013",312.03,304.06,312.74,302.91,2.95M,2.58%
"Sep 19, 2013",312.06,313.77,314.54,311.04,2.35M,0.01%
"Sep 20, 2013",316.34,312.54,320.57,312.41,5.31M,1.37%
"Sep 23, 2013",311.49,314.01,315.9,308.77,1.89M,-1.53%
"Sep 24, 2013",314.13,312.43,318.08,311.28,2.03M,0.85%
"Sep 25, 2013",312.65,314.53,316.71,310.75,2.01M,-0.47%
"Sep 26, 2013",318.12,313.9,319.37,313.26,1.99M,1.75%
"Sep 27, 2013",316.01,316.92,317.21,313.35,1.66M,-0.66%
"Sep 30, 2013",312.64,313.41,315.31,311.06,1.63M,-1.07%
"Oct 01, 2013",320.95,314.22,321,313.65,2.40M,2.66%
"Oct 02, 2013",320.51,318.04,321.73,317.52,2.22M,-0.14%
"Oct 03, 2013",314.76,320.39,322.92,313.02,2.68M,-1.79%
"Oct 04, 2013",319.04,315.13,319.2,312.62,1.81M,1.36%
"Oct 07, 2013",310.03,315.24,315.34,309.74,2.09M,-2.82%
"Oct 08, 2013",303.23,311.5,311.55,300.27,3.17M,-2.19%
"Oct 09, 2013",298.23,303.42,303.5,296.5,3.25M,-1.65%
"Oct 10, 2013",305.17,304.63,306.7,302.59,2.56M,2.33%
"Oct 11, 2013",310.89,304.77,310.93,303.84,2.16M,1.87%
"Oct 14, 2013",310.7,309.22,311.64,307,1.94M,-0.06%
"Oct 15, 2013",306.4,309.87,310.79,305.26,2.26M,-1.38%
"Oct 16, 2013",310.49,308.38,310.8,305.55,2.18M,1.33%
"Oct 17, 2013",310.77,307.07,311,305.24,2.65M,0.09%
"Oct 18, 2013",328.93,319.36,331.89,316.75,5.97M,5.84%
"Oct 21, 2013",326.44,329.89,330,323.8,2.53M,-0.76%
"Oct 22, 2013",332.54,327.72,337.11,325.68,3.94M,1.87%
"Oct 23, 2013",326.76,330.84,331.72,324.06,2.82M,-1.74%
"Oct 24, 2013",332.21,329.63,332.65,326.75,5.88M,1.67%
"Oct 25, 2013",363.39,358.6,368.4,352.62,12.04M,9.39%
"Oct 28, 2013",358.16,359.92,362.75,357.2,3.64M,-1.44%
"Oct 29, 2013",362.7,358.96,362.89,356.29,2.19M,1.27%
"Oct 30, 2013",361.08,362.62,365,358.65,4.51M,-0.45%
"Oct 31, 2013",364.03,361.73,366,359,2.47M,0.82%
"Nov 01, 2013",359,365.63,365.77,356.1,3.33M,-1.38%
"Nov 04, 2013",358.74,360.12,361,354.4,1.94M,-0.07%
"Nov 05, 2013",358.89,356.78,360.17,354.84,2.01M,0.04%
"Nov 06, 2013",356.18,360.45,362.87,354.5,2.29M,-0.76%
"Nov 07, 2013",343.56,355.86,357.9,341.88,4.25M,-3.54%
"Nov 08, 2013",350.31,345.95,351.05,344.04,2.66M,1.96%
"Nov 11, 2013",354.38,350.59,355.37,348.06,2.26M,1.16%
"Nov 12, 2013",349.53,352.99,355.48,347.28,2.34M,-1.37%
"Nov 13, 2013",356.22,347.4,356.22,345.68,2.78M,1.91%
"Nov 14, 2013",367.4,357.39,368.94,356.43,4.16M,3.14%
"Nov 15, 2013",369.17,367.63,372.9,365.55,4.49M,0.48%
"Nov 18, 2013",366.18,370.28,373.49,364.67,2.74M,-0.81%
"Nov 19, 2013",364.94,365.82,368.78,362.5,1.90M,-0.34%
"Nov 20, 2013",362.57,367.56,367.56,360.45,1.77M,-0.65%
"Nov 21, 2013",368.92,364.05,369.25,363.3,1.97M,1.75%
"Nov 22, 2013",372.31,370,374.5,366.31,2.97M,0.92%
"Nov 25, 2013",376.64,373.82,377.79,373.18,2.97M,1.16%
"Nov 26, 2013",381.37,377.61,382.5,374.82,2.73M,1.26%
"Nov 27, 2013",386.71,383.5,387,382.61,2.27M,1.40%
"Nov 29, 2013",393.62,389.1,394.1,388.62,2.41M,1.79%
"Dec 02, 2013",392.3,399,399,389.1,4.72M,-0.34%
"Dec 03, 2013",384.66,390.11,390.95,383.1,3.71M,-1.95%
"Dec 04, 2013",385.96,383.5,389.69,381.49,2.36M,0.34%
"Dec 05, 2013",384.49,386.65,386.65,381.37,1.91M,-0.38%
"Dec 06, 2013",386.95,388.35,388.35,383.83,1.99M,0.64%
"Dec 09, 2013",384.89,388.11,388.21,382.57,2.77M,-0.53%
"Dec 10, 2013",387.78,383.74,389.06,383.02,2.74M,0.75%
"Dec 11, 2013",382.19,387.34,388.98,382,2.45M,-1.44%
"Dec 12, 2013",381.25,381.26,385,379.5,2.12M,-0.25%
"Dec 13, 2013",384.24,385.32,389.42,383.8,3.03M,0.78%
"Dec 16, 2013",388.97,385.03,391.7,385,2.26M,1.23%
"Dec 17, 2013",387.65,390.65,391.36,386.5,2.35M,-0.34%
"Dec 18, 2013",395.96,389.23,396.3,383.1,3.49M,2.14%
"Dec 19, 2013",395.19,394.27,397.29,392.6,2.43M,-0.19%
"Dec 20, 2013",402.2,396.55,404.72,395.78,5.04M,1.77%
"Dec 23, 2013",402.92,403.69,405,399.2,2.66M,0.18%
"Dec 24, 2013",399.2,402.52,403.72,396.37,1.38M,-0.92%
"Dec 26, 2013",404.39,401.79,404.52,396.81,1.87M,1.30%
"Dec 27, 2013",398.08,404.65,405.63,396.25,1.99M,-1.56%
"Dec 30, 2013",393.37,399.41,399.92,392.45,2.49M,-1.18%
"Dec 31, 2013",398.79,394.58,398.83,393.8,2.00M,1.38%
"Jan 02, 2014",397.97,398.8,399.36,394.02,2.14M,-0.21%
"Jan 03, 2014",396.44,398.29,402.71,396.22,2.21M,-0.38%
"Jan 06, 2014",393.63,395.85,397,388.42,3.17M,-0.71%
"Jan 07, 2014",398.03,395.04,398.47,394.29,1.92M,1.12%
"Jan 08, 2014",401.92,398.47,403,396.04,2.32M,0.98%
"Jan 09, 2014",401.01,403.71,406.89,398.44,2.10M,-0.23%
"Jan 10, 2014",397.66,402.53,403.76,393.8,2.68M,-0.84%
"Jan 13, 2014",390.98,397.98,399.78,388.45,2.85M,-1.68%
"Jan 14, 2014",397.54,392.13,398.63,391.29,2.34M,1.68%
"Jan 15, 2014",395.87,398.94,399.31,392.53,2.68M,-0.42%
"Jan 16, 2014",395.8,393.68,399.29,389.41,2.60M,-0.02%
"Jan 17, 2014",399.61,394.26,403.49,393.66,4.51M,0.96%
"Jan 21, 2014",407.05,403,407.8,401.6,3.12M,1.86%
"Jan 22, 2014",404.54,408,408.06,402,2.07M,-0.62%
"Jan 23, 2014",399.87,401,406.17,397.79,3.03M,-1.15%
"Jan 24, 2014",387.6,398.16,400.2,387.27,4.51M,-3.07%
"Jan 27, 2014",386.28,390.5,394.1,380.49,3.94M,-0.34%
"Jan 28, 2014",394.43,387.4,394.74,387.12,2.90M,2.11%
"Jan 29, 2014",384.2,392.16,392.85,383.24,3.40M,-2.59%
"Jan 30, 2014",403.01,393.77,406.25,387.7,10.90M,4.90%
"Jan 31, 2014",358.69,371.76,375.45,357.76,16.18M,-11.00%
"Feb 03, 2014",346.15,358.98,360.85,340.1,10.29M,-3.50%
"Feb 04, 2014",347.95,349.59,354,344.02,4.82M,0.52%
"Feb 05, 2014",346.45,346,349.37,337.73,4.44M,-0.43%
"Feb 06, 2014",354.59,347.4,354.82,347.4,3.34M,2.35%
"Feb 07, 2014",361.08,358.98,361.8,352.49,4.35M,1.83%
"Feb 10, 2014",360.87,361.61,365,359.35,3.45M,-0.06%
"Feb 11, 2014",361.79,361.84,363.61,356.25,3.23M,0.25%
"Feb 12, 2014",349.25,356.43,357.75,346.32,6.60M,-3.47%
"Feb 13, 2014",357.2,347.7,357.2,346.5,4.18M,2.28%
"Feb 14, 2014",357.35,359.34,359.34,353.35,3.52M,0.04%
"Feb 18, 2014",353.65,355.28,355.73,349.45,5.00M,-1.04%
"Feb 19, 2014",347.38,352.64,354.54,346.1,4.18M,-1.77%
"Feb 20, 2014",349.8,348.8,350.46,344.38,3.50M,0.70%
"Feb 21, 2014",346.76,352.44,354.14,346.75,4.21M,-0.87%
"Feb 24, 2014",351.78,345.19,353,343.29,3.65M,1.45%
"Feb 25, 2014",358.32,353,361.08,351.58,3.75M,1.86%
"Feb 26, 2014",359.8,359.86,364.75,357.17,3.62M,0.41%
"Feb 27, 2014",360.13,357.22,360.59,355.5,3.11M,0.09%
"Feb 28, 2014",362.1,360.6,365.87,357.08,3.89M,0.55%
"Mar 03, 2014",359.78,358.74,360.96,354.48,2.80M,-0.64%
"Mar 04, 2014",363.9,363.9,365.68,362.46,2.71M,1.15%
"Mar 05, 2014",372.37,364.13,372.73,363.9,3.86M,2.33%
"Mar 06, 2014",372.16,374.05,375.33,368.9,2.93M,-0.06%
"Mar 07, 2014",372.06,374.58,374.99,369.53,2.28M,-0.03%
"Mar 10, 2014",370.53,372.69,372.73,367,2.11M,-0.41%
"Mar 11, 2014",368.82,370.99,372.8,367.28,2.25M,-0.46%
"Mar 12, 2014",370.64,366.4,371.16,363.61,2.22M,0.49%
"Mar 13, 2014",371.51,376.62,383.11,368.08,6.83M,0.23%
"Mar 14, 2014",373.74,372.8,378.57,371.55,4.40M,0.60%
"Mar 17, 2014",375.04,375.72,378.85,374.88,2.31M,0.35%
"Mar 18, 2014",378.77,377.32,379,375,2.48M,0.99%
"Mar 19, 2014",373.23,378.77,379,369.42,2.65M,-1.46%
"Mar 20, 2014",368.97,370.64,373,366.22,2.56M,-1.14%
"Mar 21, 2014",360.62,371,372.84,358.4,5.42M,-2.26%
"Mar 24, 2014",351.85,360.09,361.5,348.6,4.88M,-2.43%
"Mar 25, 2014",354.71,354.03,358.97,348.84,4.46M,0.81%
"Mar 26, 2014",343.41,357.13,357.6,343.4,4.12M,-3.19%
"Mar 27, 2014",338.47,343.15,344,330.88,5.77M,-1.44%
"Mar 28, 2014",338.29,340.05,347,336.08,3.99M,-0.05%
"Mar 31, 2014",336.37,342.4,346.29,334.06,4.30M,-0.57%
"Apr 01, 2014",342.99,338.09,344.43,338,3.60M,1.97%
"Apr 02, 2014",341.96,345.99,348.3,340.38,4.48M,-0.30%
"Apr 03, 2014",333.62,341.82,342.5,328.46,6.40M,-2.44%
"Apr 04, 2014",323,335.15,335.44,315.61,12.53M,-3.18%
"Apr 07, 2014",317.76,320.99,324.94,313.13,7.08M,-1.62%
"Apr 08, 2014",327.07,321.88,328,318.44,6.59M,2.93%
"Apr 09, 2014",331.81,328.47,332.18,322.5,5.06M,1.45%
"Apr 10, 2014",317.11,330.6,331,316.5,6.13M,-4.43%
"Apr 11, 2014",311.73,314,316.5,309.5,7.29M,-1.70%
"Apr 14, 2014",315.91,317.67,320.48,311.28,4.29M,1.34%
"Apr 15, 2014",316.08,316.7,318.28,305.5,5.40M,0.05%
"Apr 16, 2014",323.68,321.17,324,314.71,4.29M,2.40%
"Apr 17, 2014",324.91,319.76,328.66,319.76,4.30M,0.38%
"Apr 21, 2014",330.87,323.97,331.15,322.31,3.00M,1.83%
"Apr 22, 2014",329.32,332,337.5,328.94,3.71M,-0.47%
"Apr 23, 2014",324.58,333.06,333.13,323.39,3.60M,-1.44%
"Apr 24, 2014",337.15,329.67,337.4,322.95,9.29M,3.87%
"Apr 25, 2014",303.83,316.25,316.49,302.71,16.19M,-9.88%
"Apr 28, 2014",296.58,304,304.39,288,14.48M,-2.39%
"Apr 29, 2014",300.38,296.44,301.84,290.45,6.51M,1.28%
"Apr 30, 2014",304.13,298.1,304.56,298.1,4.09M,1.25%
"May 01, 2014",307.89,304.13,310.48,304,4.33M,1.24%
"May 02, 2014",308.01,310.42,313.29,304.31,4.00M,0.04%
"May 05, 2014",310.05,306.37,310.23,305,2.52M,0.66%
"May 06, 2014",297.38,309.53,309.81,297.04,4.68M,-4.09%
"May 07, 2014",292.71,295.56,296.4,286.68,7.02M,-1.57%
"May 08, 2014",288.32,290.82,295.88,287.23,3.85M,-1.50%
"May 09, 2014",292.24,290.57,293.68,284.38,4.06M,1.36%
"May 12, 2014",302.86,294.3,303.34,294.16,3.74M,3.63%
"May 13, 2014",304.64,302.6,305.6,300.75,3.51M,0.59%
"May 14, 2014",297.62,302.5,304.64,296.66,3.33M,-2.30%
"May 15, 2014",295.19,298.02,299.2,290.38,4.30M,-0.82%
"May 16, 2014",297.7,292.8,298.88,291.55,3.64M,0.85%
"May 19, 2014",296.75,295.76,299,293.81,2.29M,-0.32%
"May 20, 2014",301.19,297.1,304.46,296.75,4.10M,1.50%
"May 21, 2014",305.01,302.21,305.96,301.52,3.41M,1.27%
"May 22, 2014",304.91,305.05,308.54,303.01,2.58M,-0.03%
"May 23, 2014",312.24,305.46,312.35,304.9,3.06M,2.40%
"May 27, 2014",310.82,314.41,314.63,307.38,4.86M,-0.45%
"May 28, 2014",310.16,309.5,313.82,307.42,2.73M,-0.21%
"May 29, 2014",313.78,310.42,314.87,310.2,2.37M,1.17%
"May 30, 2014",312.55,314.43,314.65,307.57,4.26M,-0.39%
"Jun 02, 2014",308.84,312.59,312.6,307,2.21M,-1.19%
"Jun 03, 2014",307.19,305.75,307.92,305.07,2.38M,-0.53%
"Jun 04, 2014",306.78,306.85,309.5,303.84,2.11M,-0.13%
"Jun 05, 2014",323.57,308.1,327.94,306.9,7.80M,5.47%
"Jun 06, 2014",329.67,325,330.88,324.93,5.25M,1.89%
"Jun 09, 2014",327.5,331.57,333,325.65,3.21M,-0.66%
"Jun 10, 2014",332.41,327.65,335.5,327.5,3.67M,1.50%
"Jun 11, 2014",335.2,336,340.72,333.88,4.44M,0.84%
"Jun 12, 2014",325.91,335.55,335.55,324.66,4.28M,-2.77%
"Jun 13, 2014",326.27,327.05,329.3,323.53,2.77M,0.11%
"Jun 16, 2014",327.62,324.86,328.69,323.52,2.45M,0.41%
"Jun 17, 2014",325.62,327.54,331.34,325.23,2.92M,-0.61%
"Jun 18, 2014",334.38,328,335.75,325,6.41M,2.69%
"Jun 19, 2014",327,335.25,338.9,325.98,5.33M,-2.21%
"Jun 20, 2014",324.2,327.76,328.22,320.42,6.06M,-0.86%
"Jun 23, 2014",327.24,323.33,327.55,321.41,2.61M,0.94%
"Jun 24, 2014",324.16,327.54,329.73,322.74,2.63M,-0.94%
"Jun 25, 2014",327.44,324.33,328.15,321.74,2.33M,1.01%
"Jun 26, 2014",325.69,328.49,328.65,322.13,2.70M,-0.53%
"Jun 27, 2014",324.57,325.88,326.52,323.27,2.42M,-0.34%
"Jun 30, 2014",324.78,324.98,326.98,322.24,2.67M,0.06%
"Jul 01, 2014",332.39,325.86,333.2,325.1,3.18M,2.34%
"Jul 02, 2014",332.85,333.2,336.76,331.66,2.68M,0.14%
"Jul 03, 2014",337.49,334.83,338.3,333.08,1.94M,1.39%
"Jul 07, 2014",333.55,337.5,337.55,332.52,2.13M,-1.17%
"Jul 08, 2014",323.81,333.1,333.74,321.4,4.28M,-2.92%
"Jul 09, 2014",329.97,324.71,330.2,323.15,3.17M,1.90%
"Jul 10, 2014",327.92,324.34,329.98,322.65,2.67M,-0.62%
"Jul 11, 2014",346.2,334.71,347,334.71,8.31M,5.57%
"Jul 14, 2014",355.32,347.03,355.77,345.36,5.62M,2.63%
"Jul 15, 2014",354.44,353.72,355.59,349.4,4.18M,-0.25%
"Jul 16, 2014",355.9,355.62,359.32,353,3.51M,0.41%
"Jul 17, 2014",352.45,353.44,356.96,351.38,3.64M,-0.97%
"Jul 18, 2014",358.66,354.4,359.68,352.08,3.41M,1.76%
"Jul 21, 2014",359.76,358.1,361.71,356.72,2.28M,0.31%
"Jul 22, 2014",360.84,355.25,362.93,355.25,2.89M,0.30%
"Jul 23, 2014",358.14,359.05,360.63,356.62,2.69M,-0.75%
"Jul 24, 2014",358.61,359.98,364.85,358.52,7.09M,0.13%
"Jul 25, 2014",324.01,317.3,324.87,314.76,17.86M,-9.65%
"Jul 28, 2014",320.41,324.25,324.82,316.5,5.93M,-1.11%
"Jul 29, 2014",320,321.98,322.9,319.5,2.89M,-0.13%
"Jul 30, 2014",322.51,321.45,322.73,318.5,3.97M,0.78%
"Jul 31, 2014",312.99,320.01,320.68,311.86,5.19M,-2.95%
"Aug 01, 2014",307.06,313.69,315.83,304.59,7.44M,-1.89%
"Aug 04, 2014",313.65,308.84,316.18,308.5,4.21M,2.15%
"Aug 05, 2014",312.32,313.3,314.55,310.06,2.86M,-0.42%
"Aug 06, 2014",313.89,310.83,315.78,310.2,2.30M,0.50%
"Aug 07, 2014",311.45,315.21,315.88,309.65,2.94M,-0.78%
"Aug 08, 2014",316.8,311.94,317.32,310.66,2.71M,1.72%
"Aug 11, 2014",318.33,318.48,320.38,316.88,2.47M,0.48%
"Aug 12, 2014",319.32,318.89,321.31,316.95,1.92M,0.31%
"Aug 13, 2014",326.28,327.6,331.72,326.14,4.95M,2.18%
"Aug 14, 2014",333.21,327.8,334.09,326.71,3.42M,2.12%
"Aug 15, 2014",333.63,334,335,328.32,3.90M,0.13%
"Aug 18, 2014",334.53,335.48,337.8,333.77,2.49M,0.27%
"Aug 19, 2014",335.13,334.87,335.81,333.01,1.71M,0.18%
"Aug 20, 2014",335.78,334.68,337.16,334.02,1.81M,0.19%
"Aug 21, 2014",332.91,336.48,336.58,332.23,1.98M,-0.85%
"Aug 22, 2014",331.59,332.99,334.08,330.8,2.21M,-0.40%
"Aug 25, 2014",334.02,333.21,336.77,332.71,1.96M,0.73%
"Aug 26, 2014",341.83,337,344.36,334.55,3.65M,2.34%
"Aug 27, 2014",343.18,342.09,346.67,341.34,2.96M,0.39%
"Aug 28, 2014",340.02,340,341.79,338.8,2.25M,-0.92%
"Aug 29, 2014",339.04,341.76,341.82,337.68,1.94M,-0.29%
"Sep 02, 2014",342.38,339.98,342.5,337.16,2.33M,0.99%
"Sep 03, 2014",339,342.54,343.27,337.55,2.00M,-0.99%
"Sep 04, 2014",345.95,343.69,349.38,343.58,3.97M,2.05%
"Sep 05, 2014",346.38,346.3,346.83,342.5,2.11M,0.12%
"Sep 08, 2014",342.34,344.54,345.81,339.04,2.96M,-1.17%
"Sep 09, 2014",329.75,341.61,341.76,329.18,4.65M,-3.68%
